district,state,latitude,longitude,soil_type,soil_n,soil_p,soil_k,soil_ph,soil_moisture,humidity,avg_temperature,seasonal_rainfall,climate_season,previous_crop,crop_name,crop_duration_days,crop_water_requirement,yield_tonnes_per_hectare,risk_score
Hisar,Haryana,30.3725,76.6766,Sandy,71,33,40,7.6,20,35,28,235,Zaid,Groundnut,Cabbage,85,High,14.59,0.473
Rohtak,Haryana,28.285,75.7125,Alluvial,73,43,27,7.7,20,45,19,351,Rabi,Fallow,Sugarcane,363,Very High,55.61,0.568
Kota,Rajasthan,23.365,76.0083,Sandy,55,18,22,8.6,20,68,16,515,Rabi,Groundnut,Tomato,101,Medium,15.89,0.517
Bhopal,Madhya Pradesh,23.3635,79.2127,Sandy,45,47,41,8.0,20,37,34,237,Zaid,Cauliflower,Cabbage,119,High,16.56,0.689
Agra,Uttar Pradesh,25.1207,83.554,Red,79,17,65,6.0,29,76,21,1818,Kharif,Onion,Chilli,132,Medium,2.61,0.598
Belagavi,Karnataka,17.8793,76.0098,Alluvial,26,45,25,6.9,33,73,32,1650,Kharif,Potato,Brinjal,125,Medium,32.8,0.382
Tiruchirappalli,Tamil Nadu,8.8723,79.7349,Loamy,33,36,22,6.8,20,48,20,345,Rabi,Brinjal,Cabbage,107,High,19.7,0.519
Mangaluru,Karnataka,15.0326,78.3265,Alluvial,46,15,63,7.9,28,95,37,1419,Kharif,Potato,Tomato,108,Medium,30.51,0.8
Kozhikode,Kerala,10.4141,75.0056,Laterite,44,33,18,6.2,22,72,28,1125,Kharif,Wheat,Cabbage,96,High,28.52,0.261
Hubballi,Karnataka,14.9417,76.4898,Red,80,42,27,6.1,20,94,37,1254,Kharif,Brinjal,Chilli,126,Medium,2.58,0.534
Mangaluru,Karnataka,16.1356,78.2982,Sandy,79,14,47,8.3,20,94,37,1175,Kharif,Cabbage,Groundnut,109,Low,1.12,0.397
Agra,Uttar Pradesh,28.816,80.4976,Alluvial,73,20,55,6.6,37,75,30,1898,Kharif,Sugarcane,Cauliflower,120,High,16.28,0.653
Salem,Tamil Nadu,8.893,79.6703,Sandy,51,50,59,8.3,20,52,20,533,Rabi,Sugarcane,Mustard,115,Low,1.11,0.401
Kochi,Kerala,10.4062,75.5606,Mountain,67,53,27,5.4,20,63,21,320,Rabi,Cotton,Sugarcane,333,Very High,51.51,0.651
Guntur,Andhra Pradesh,15.7296,82.5873,Alluvial,42,36,44,6.6,20,54,25,406,Rabi,Maize,Brinjal,134,Medium,24.98,0.455
Guntur,Andhra Pradesh,17.9683,82.8866,Mountain,74,54,70,6.8,20,52,41,153,Zaid,Potato,Soybean,119,Medium,2.33,0.8
Hyderabad,Telangana,18.1245,77.7089,Sandy,62,58,15,7.8,20,44,38,178,Zaid,Sugarcane,Mustard,111,Low,0.86,0.598
Bhagalpur,Bihar,26.078,85.7829,Black,39,40,67,8.1,35,91,28,1478,Kharif,Onion,Wheat,146,Medium,4.0,0.514
Gaya,Bihar,27.0482,84.0924,Sandy,60,55,18,7.6,20,48,13,478,Rabi,Tomato,Onion,140,Medium,16.85,0.267
Ujjain,Madhya Pradesh,24.9291,79.8362,Red,61,21,47,7.0,20,52,40,265,Zaid,Cabbage,Sugarcane,314,Very High,44.6,0.45
Mysuru,Karnataka,13.117,78.3488,Alluvial,25,46,62,7.9,20,33,36,348,Zaid,Cauliflower,Cabbage,95,High,19.42,0.469
Visakhapatnam,Andhra Pradesh,15.6088,78.8039,Sandy,40,59,61,9.0,20,48,22,247,Rabi,Wheat,Tomato,112,Medium,19.78,0.8
Madurai,Tamil Nadu,13.018,77.9391,Sandy,22,29,43,8.5,20,68,21,493,Rabi,Sugarcane,Onion,137,Medium,14.42,0.266
Bhubaneswar,Odisha,18.4418,86.8039,Sandy,38,14,21,8.8,20,92,32,1029,Kharif,Maize,Groundnut,105,Low,1.74,0.456
Kollam,Kerala,10.5232,76.6556,Alluvial,56,22,46,7.0,20,40,32,372,Zaid,Onion,Cauliflower,105,High,13.5,0.592
Kozhikode,Kerala,11.3396,76.6566,Sandy,37,22,30,7.5,20,50,39,100,Zaid,Tomato,Brinjal,147,Medium,13.36,0.522
Siliguri,West Bengal,25.2083,88.6816,Black,53,16,16,8.2,20,61,15,227,Rabi,Groundnut,Sugarcane,325,Very High,42.97,0.44
Gaya,Bihar,25.7757,87.1646,Alluvial,54,60,22,6.6,20,51,16,255,Rabi,Potato,Chilli,138,Medium,1.59,0.357
Vijayawada,Andhra Pradesh,13.4984,84.2695,Alluvial,25,24,41,6.9,20,39,37,347,Zaid,Rice,Onion,132,Medium,18.8,0.629
Vijayawada,Andhra Pradesh,14.0844,81.946,Alluvial,58,10,30,6.6,20,56,37,385,Zaid,Maize,Cotton,153,Low,1.75,0.496
Aurangabad,Maharashtra,18.781,77.0808,Sandy,44,39,62,7.7,20,78,31,831,Kharif,Sugarcane,Tomato,92,Medium,37.83,0.389
Kolkata,West Bengal,23.6829,88.5194,Laterite,67,42,22,4.7,20,60,40,397,Zaid,Fallow,Soybean,114,Medium,1.2,0.708
Gaya,Bihar,25.4625,86.9689,Sandy,43,31,15,8.7,29,76,29,1826,Kharif,Groundnut,Cabbage,89,High,17.52,0.652
Bardhaman,West Bengal,25.7176,86.0706,Alluvial,21,38,35,7.0,20,59,23,218,Rabi,Brinjal,Onion,131,Medium,15.15,0.452
Kurnool,Andhra Pradesh,13.8534,81.4328,Black,58,49,29,7.2,40,80,33,1672,Kharif,Wheat,Groundnut,100,Low,3.25,0.512
Rohtak,Haryana,29.4957,76.5875,Alluvial,70,10,51,7.6,20,30,26,366,Zaid,Brinjal,Sugarcane,326,Very High,81.1,0.431
Sambalpur,Odisha,21.7315,82.0264,Laterite,69,53,42,6.0,20,68,22,431,Rabi,Brinjal,Chilli,148,Medium,1.64,0.333
Kurnool,Andhra Pradesh,16.4389,77.8603,Alluvial,35,23,21,7.3,20,54,20,458,Rabi,Fallow,Tomato,91,Medium,24.63,0.421
Kurnool,Andhra Pradesh,16.2949,81.3203,Mountain,40,47,52,5.3,20,66,29,516,Rabi,Rice,Tomato,92,Medium,26.31,0.624
Amritsar,Punjab,29.7255,74.0368,Alluvial,71,41,38,7.0,20,42,12,369,Rabi,Groundnut,Cotton,153,Low,2.24,0.45
Bhubaneswar,Odisha,18.2417,83.2063,Red,38,21,26,6.6,20,35,43,178,Zaid,Rice,Groundnut,93,Low,1.47,0.716
Khammam,Telangana,16.4346,79.6637,Red,64,51,30,6.2,21,85,28,1367,Kharif,Brinjal,Groundnut,109,Low,2.47,0.481
Darbhanga,Bihar,26.6864,86.0949,Black,64,54,54,7.8,31,85,27,1309,Kharif,Maize,Sugarcane,349,Very High,122.12,0.362
Hisar,Haryana,29.8659,76.353,Alluvial,75,13,48,7.9,31,82,28,1599,Kharif,Soybean,Cauliflower,81,High,18.44,0.492
Bengaluru,Karnataka,15.9817,74.2527,Alluvial,65,15,15,6.8,20,46,27,319,Rabi,Wheat,Brinjal,142,Medium,25.95,0.423
Bathinda,Punjab,29.6305,76.1248,Sandy,58,60,57,7.8,20,42,25,332,Zaid,Fallow,Mustard,127,Low,1.31,0.17
Bardhaman,West Bengal,26.759,87.2954,Mountain,37,16,31,5.7,20,44,36,300,Zaid,Chilli,Groundnut,113,Low,1.53,0.388
Kanpur,Uttar Pradesh,25.1289,80.8419,Laterite,25,37,61,5.0,20,63,16,284,Rabi,Soybean,Mustard,115,Low,0.95,0.24
Amritsar,Punjab,30.0106,76.0419,Alluvial,24,46,54,6.9,20,32,25,277,Zaid,Brinjal,Tomato,109,Medium,42.76,0.421
Thrissur,Kerala,11.7973,74.7235,Loamy,30,13,27,6.9,20,37,39,397,Zaid,Wheat,Cauliflower,82,High,15.66,0.441
Warangal,Telangana,16.8198,77.1808,Alluvial,38,39,18,6.8,20,49,40,215,Zaid,Wheat,Cabbage,82,High,21.31,0.698
Jaipur,Rajasthan,26.3687,74.7221,Sandy,42,21,39,8.7,20,93,31,1312,Kharif,Brinjal,Cabbage,119,High,17.59,0.8
Nagpur,Maharashtra,17.1434,77.1361,Black,49,46,65,7.7,20,40,24,256,Rabi,Chilli,Tomato,119,Medium,31.57,0.656
Nellore,Andhra Pradesh,14.8334,82.2419,Sandy,26,36,45,8.5,27,87,34,1693,Kharif,Wheat,Brinjal,122,Medium,13.2,0.586
Kota,Rajasthan,25.1022,76.5795,Clay,33,31,50,6.1,38,86,30,1587,Kharif,Mustard,Brinjal,125,Medium,24.48,0.314
Darbhanga,Bihar,24.7377,85.1758,Red,35,54,43,5.6,20,30,37,158,Zaid,Cauliflower,Tomato,105,Medium,14.91,0.698
Ajmer,Rajasthan,23.2938,70.3824,Alluvial,63,55,65,7.6,20,50,22,259,Rabi,Cauliflower,Brinjal,143,Medium,33.53,0.403
Lucknow,Uttar Pradesh,24.2965,78.6675,Sandy,37,18,32,8.9,20,76,35,1309,Kharif,Wheat,Potato,114,Medium,9.86,0.589
Belagavi,Karnataka,15.7755,74.2918,Alluvial,65,38,31,7.9,20,54,37,306,Zaid,Tomato,Cauliflower,119,High,16.57,0.8
Rajkot,Gujarat,20.4383,68.5897,Mountain,71,60,20,6.1,20,50,16,432,Rabi,Fallow,Potato,90,Medium,28.12,0.214
Khammam,Telangana,16.7028,79.0729,Black,34,12,68,7.2,20,64,19,242,Rabi,Soybean,Chilli,127,Medium,2.07,0.467
Durgapur,West Bengal,22.014,88.0114,Alluvial,31,23,36,7.0,20,44,18,315,Rabi,Maize,Wheat,129,Medium,3.91,0.4
Gurugram,Haryana,30.054,77.322,Black,47,30,16,7.9,20,57,23,260,Rabi,Cabbage,Sugarcane,308,Very High,79.18,0.337
Kurnool,Andhra Pradesh,14.615,81.2283,Sandy,26,50,37,8.0,26,85,31,1663,Kharif,Chilli,Onion,130,Medium,14.13,0.432
Amritsar,Punjab,30.2302,74.6871,Alluvial,56,57,64,7.7,20,43,21,461,Rabi,Cabbage,Maize,97,Medium,6.59,0.398
Allahabad,Uttar Pradesh,25.369,82.1286,Alluvial,69,21,69,7.9,20,66,18,353,Rabi,Tomato,Mustard,101,Low,1.61,0.234
Aurangabad,Maharashtra,20.0641,80.1654,Clay,57,54,68,6.3,20,52,33,152,Zaid,Groundnut,Rice,139,High,5.51,0.372
Bhubaneswar,Odisha,22.3108,84.0439,Sandy,52,53,58,8.2,20,30,31,307,Zaid,Sugarcane,Potato,119,Medium,14.93,0.763
Darbhanga,Bihar,24.9972,87.7358,Red,33,43,53,6.8,20,39,33,300,Zaid,Cabbage,Maize,83,Medium,5.92,0.508
Gwalior,Madhya Pradesh,23.8094,80.6374,Sandy,44,47,17,8.9,20,54,32,295,Zaid,Wheat,Tomato,110,Medium,24.25,0.8
Kollam,Kerala,12.2113,75.689,Sandy,38,25,54,8.8,20,89,34,1126,Kharif,Soybean,Cabbage,117,High,17.51,0.372
Rajkot,Gujarat,20.5213,68.7385,Sandy,64,35,15,7.7,20,65,15,461,Rabi,Wheat,Brinjal,120,Medium,14.72,0.253
Siliguri,West Bengal,22.7049,87.0534,Alluvial,61,39,24,6.8,20,58,33,100,Zaid,Potato,Brinjal,145,Medium,27.15,0.389
Patna,Bihar,26.3403,85.6142,Sandy,52,46,67,8.8,20,54,35,111,Zaid,Groundnut,Cauliflower,86,High,6.69,0.8
Ujjain,Madhya Pradesh,25.4317,79.2225,Sandy,46,48,32,7.9,20,50,20,290,Rabi,Cotton,Onion,136,Medium,18.01,0.338
Aurangabad,Maharashtra,18.3893,79.0232,Alluvial,32,28,37,7.6,29,78,37,1479,Kharif,Soybean,Wheat,171,Medium,3.41,0.419
Varanasi,Uttar Pradesh,28.2599,78.5812,Clay,65,17,46,7.0,30,73,22,1259,Kharif,Wheat,Potato,102,Medium,42.12,0.224
Kota,Rajasthan,26.4076,72.0197,Black,80,16,25,7.8,20,50,36,103,Zaid,Chilli,Sugarcane,326,Very High,67.45,0.38
Hubballi,Karnataka,13.2934,78.3715,Alluvial,21,18,22,7.6,20,42,41,318,Zaid,Rice,Chilli,145,Medium,1.82,0.482
Ludhiana,Punjab,30.2865,76.3588,Alluvial,45,42,27,7.6,20,51,18,571,Rabi,Groundnut,Potato,86,Medium,32.1,0.348
Kolkata,West Bengal,26.8413,88.47,Loamy,60,39,46,7.5,38,95,30,1917,Kharif,Groundnut,Onion,121,Medium,11.13,0.493
Thiruvananthapuram,Kerala,9.5766,77.3904,Black,61,60,23,8.1,20,54,26,408,Rabi,Chilli,Soybean,117,Medium,2.47,0.617
Jabalpur,Madhya Pradesh,24.0277,76.1465,Sandy,48,50,60,8.8,20,85,31,938,Kharif,Tomato,Potato,106,Medium,18.36,0.505
Vadodara,Gujarat,23.6075,70.0459,Laterite,34,25,44,6.2,38,86,26,1910,Kharif,Soybean,Cabbage,103,High,28.08,0.395
Bhavnagar,Gujarat,21.5739,69.4811,Black,44,13,25,7.4,20,50,33,213,Zaid,Chilli,Sugarcane,328,Very High,52.01,0.494
Ahmedabad,Gujarat,20.446,71.9688,Red,38,20,63,6.6,20,59,30,150,Zaid,Fallow,Groundnut,96,Low,1.75,0.555
Mysuru,Karnataka,18.1328,75.1542,Alluvial,54,28,33,7.1,20,54,36,155,Zaid,Cauliflower,Chilli,132,Medium,1.6,0.547
Durgapur,West Bengal,26.7258,88.9626,Red,26,17,31,6.7,20,60,19,318,Rabi,Wheat,Groundnut,90,Low,1.44,0.8
Patiala,Punjab,31.5949,74.6386,Black,76,55,59,7.9,20,56,17,315,Rabi,Brinjal,Chilli,122,Medium,2.55,0.52
Bhagalpur,Bihar,24.8464,85.3275,Black,32,11,16,8.4,25,76,29,1047,Kharif,Cauliflower,Brinjal,125,Medium,32.78,0.257
Bhavnagar,Gujarat,20.7604,70.6995,Alluvial,60,26,64,7.1,20,49,39,124,Zaid,Chilli,Sugarcane,306,Very High,38.62,0.542
Thrissur,Kerala,9.3785,75.4728,Alluvial,22,30,40,6.8,20,69,20,308,Rabi,Chilli,Rice,103,High,4.26,0.468
Faridabad,Haryana,28.6069,76.49,Alluvial,69,55,46,6.9,20,42,34,389,Zaid,Tomato,Chilli,121,Medium,1.86,0.597
Bhopal,Madhya Pradesh,24.2374,75.9306,Alluvial,20,56,30,8.0,20,74,26,916,Kharif,Maize,Tomato,104,Medium,39.41,0.394
Rourkela,Odisha,21.6737,84.0909,Alluvial,20,20,38,7.2,23,91,33,1158,Kharif,Wheat,Cabbage,106,High,18.05,0.33
Kota,Rajasthan,23.7643,69.9239,Alluvial,23,12,51,6.8,20,57,18,233,Rabi,Cotton,Tomato,93,Medium,26.29,0.632
Rourkela,Odisha,17.5974,85.726,Alluvial,73,33,16,6.9,20,50,24,395,Rabi,Sugarcane,Chilli,145,Medium,2.63,0.468
Guntur,Andhra Pradesh,13.594,80.668,Sandy,68,59,40,8.0,20,33,38,167,Zaid,Maize,Potato,81,Medium,11.3,0.546
Gwalior,Madhya Pradesh,22.8834,79.8581,Alluvial,56,27,53,7.5,22,86,27,1103,Kharif,Rice,Onion,129,Medium,20.43,0.356
Visakhapatnam,Andhra Pradesh,17.9666,77.042,Laterite,54,39,36,5.9,35,89,28,1759,Kharif,Groundnut,Onion,122,Medium,18.19,0.49
Kanpur,Uttar Pradesh,24.9281,81.253,Alluvial,35,59,56,6.7,20,70,20,396,Rabi,Rice,Wheat,156,Medium,5.74,0.286
Varanasi,Uttar Pradesh,30.3936,81.7644,Clay,71,22,24,6.9,20,47,17,439,Rabi,Fallow,Brinjal,144,Medium,27.77,0.322
Ujjain,Madhya Pradesh,22.6663,78.966,Alluvial,77,20,37,7.2,20,57,32,400,Zaid,Groundnut,Onion,136,Medium,15.41,0.386
Amritsar,Punjab,30.2055,75.3539,Sandy,39,22,50,8.6,20,77,31,866,Kharif,Onion,Potato,85,Medium,14.25,0.525
Bhavnagar,Gujarat,22.0395,73.0807,Black,53,21,51,7.9,20,70,18,538,Rabi,Brinjal,Soybean,116,Medium,3.72,0.267
Amritsar,Punjab,29.553,75.8974,Alluvial,68,25,54,7.6,21,81,20,1081,Kharif,Sugarcane,Mustard,118,Low,1.41,0.248
Vadodara,Gujarat,20.1164,69.8735,Clay,21,58,58,6.9,20,64,24,220,Rabi,Sugarcane,Rice,138,High,5.01,0.389
Coimbatore,Tamil Nadu,12.6228,80.2184,Alluvial,57,46,57,7.9,33,74,31,1677,Kharif,Wheat,Rice,101,High,5.72,0.215
Kozhikode,Kerala,10.4065,76.6189,Black,66,27,51,7.1,20,59,20,565,Rabi,Brinjal,Chilli,133,Medium,2.97,0.283
Kanpur,Uttar Pradesh,24.348,78.5072,Sandy,43,14,32,8.6,20,49,25,211,Rabi,Rice,Brinjal,144,Medium,16.56,0.406
Indore,Madhya Pradesh,21.694,77.5987,Clay,72,50,24,6.3,20,59,34,263,Zaid,Wheat,Maize,84,Medium,3.87,0.363
Amritsar,Punjab,31.8429,76.4052,Black,64,48,60,8.4,30,87,27,1290,Kharif,Mustard,Maize,98,Medium,6.85,0.396
Bhubaneswar,Odisha,19.7771,86.8168,Clay,51,35,30,7.0,20,94,37,811,Kharif,Mustard,Rice,139,High,4.41,0.339
Madurai,Tamil Nadu,10.0549,78.1009,Alluvial,69,50,63,6.8,21,90,36,1086,Kharif,Sugarcane,Cabbage,105,High,25.54,0.601
Bathinda,Punjab,31.3405,75.3831,Black,69,21,59,8.4,20,33,27,165,Zaid,Tomato,Sugarcane,341,Very High,72.02,0.521
Visakhapatnam,Andhra Pradesh,14.6442,84.2145,Sandy,26,53,50,7.6,28,70,28,1800,Kharif,Wheat,Mustard,112,Low,1.04,0.295
Hyderabad,Telangana,17.1682,79.4656,Laterite,39,16,61,5.1,32,80,40,1631,Kharif,Maize,Chilli,140,Medium,1.92,0.656
Mysuru,Karnataka,12.0279,77.3232,Sandy,38,40,33,8.5,20,55,45,175,Zaid,Brinjal,Groundnut,100,Low,0.5,0.8
Mangaluru,Karnataka,12.0047,76.8711,Black,59,33,64,8.3,20,53,35,264,Zaid,Tomato,Cotton,192,Low,2.51,0.557
Vijayawada,Andhra Pradesh,14.3089,83.3887,Alluvial,29,15,38,7.4,20,70,39,1040,Kharif,Fallow,Soybean,114,Medium,2.97,0.57
Gurugram,Haryana,28.9948,76.4698,Alluvial,60,59,59,6.5,27,93,23,1357,Kharif,Cabbage,Onion,146,Medium,28.38,0.364
Ludhiana,Punjab,31.4559,76.3002,Red,42,11,20,5.8,31,81,25,1987,Kharif,Cauliflower,Groundnut,95,Low,1.6,0.562
Coimbatore,Tamil Nadu,10.2172,78.1134,Sandy,71,18,47,7.6,31,95,40,1981,Kharif,Fallow,Potato,120,Medium,14.21,0.565
Patiala,Punjab,29.5699,74.0364,Black,76,16,66,7.3,20,31,27,185,Zaid,Wheat,Mustard,132,Low,1.83,0.279
Ujjain,Madhya Pradesh,23.5081,74.5138,Red,62,41,16,6.9,30,83,33,1929,Kharif,Rice,Maize,80,Medium,6.12,0.331
Salem,Tamil Nadu,10.0118,79.7674,Clay,43,53,62,6.2,20,42,38,399,Zaid,Chilli,Rice,96,High,3.35,0.177
Visakhapatnam,Andhra Pradesh,16.1267,81.342,Alluvial,44,30,69,7.9,20,31,36,165,Zaid,Cotton,Mustard,103,Low,0.97,0.43
Thiruvananthapuram,Kerala,12.1402,76.7634,Sandy,57,23,63,8.7,27,83,32,1688,Kharif,Wheat,Tomato,115,Medium,25.46,0.8
Jodhpur,Rajasthan,28.095,71.3929,Alluvial,49,53,61,8.0,20,42,33,372,Zaid,Potato,Wheat,135,Medium,3.2,0.287
Madurai,Tamil Nadu,8.0816,78.1727,Black,45,46,24,8.0,20,50,34,367,Zaid,Tomato,Cauliflower,84,High,13.1,0.571
Bhagalpur,Bihar,27.0518,87.693,Black,44,55,62,8.0,20,60,31,387,Zaid,Sugarcane,Mustard,114,Low,1.05,0.291
Kollam,Kerala,10.4207,76.2902,Laterite,26,10,69,4.7,20,70,38,902,Kharif,Rice,Brinjal,149,Medium,13.59,0.464
Bathinda,Punjab,31.5115,75.9602,Sandy,29,37,57,8.3,20,52,11,481,Rabi,Soybean,Cauliflower,102,High,12.52,0.6
Guntur,Andhra Pradesh,16.3524,82.5736,Clay,66,19,41,6.9,20,49,36,350,Zaid,Groundnut,Rice,150,High,3.23,0.294
Madurai,Tamil Nadu,8.7279,78.2118,Alluvial,37,15,43,7.2,20,57,33,263,Zaid,Cabbage,Brinjal,120,Medium,17.55,0.458
Lucknow,Uttar Pradesh,25.9286,83.781,Clay,40,13,18,6.1,20,59,34,357,Zaid,Tomato,Rice,93,High,3.09,0.232
Mysuru,Karnataka,14.9741,75.1806,Sandy,59,35,52,8.4,24,84,33,1520,Kharif,Fallow,Maize,99,Medium,4.0,0.26
Salem,Tamil Nadu,9.8194,79.46,Black,66,22,35,7.3,28,76,36,1179,Kharif,Potato,Rice,137,High,5.35,0.283
Ujjain,Madhya Pradesh,22.8089,78.8384,Sandy,67,15,33,8.4,20,52,37,277,Zaid,Soybean,Mustard,119,Low,0.56,0.681
Durgapur,West Bengal,22.1428,86.0744,Red,25,30,18,6.2,20,48,40,199,Zaid,Sugarcane,Groundnut,106,Low,1.27,0.574
Jalandhar,Punjab,30.9928,74.0733,Mountain,50,43,37,5.1,20,33,30,181,Zaid,Groundnut,Maize,95,Medium,4.25,0.559
Aurangabad,Maharashtra,20.0087,74.17,Black,46,18,24,7.1,20,65,17,591,Rabi,Sugarcane,Chilli,150,Medium,2.14,0.29
Nashik,Maharashtra,20.367,77.271,Alluvial,77,41,37,7.0,32,70,27,1626,Kharif,Cotton,Sugarcane,329,Very High,129.31,0.276
Jabalpur,Madhya Pradesh,22.1371,79.4436,Black,64,17,33,7.3,35,75,28,1477,Kharif,Cauliflower,Chilli,132,Medium,2.43,0.623
Hyderabad,Telangana,16.9669,80.16,Clay,20,28,61,6.4,20,61,29,496,Rabi,Sugarcane,Rice,145,High,4.98,0.333
Karnal,Haryana,28.4052,76.712,Sandy,38,39,48,7.7,20,52,20,586,Rabi,Mustard,Cabbage,113,High,31.52,0.44
Ludhiana,Punjab,31.2584,76.0519,Sandy,35,37,59,8.8,20,52,31,262,Zaid,Mustard,Groundnut,102,Low,1.02,0.472
Agra,Uttar Pradesh,24.8002,83.6361,Alluvial,33,34,18,7.8,20,46,22,404,Rabi,Cabbage,Chilli,126,Medium,1.86,0.59
Allahabad,Uttar Pradesh,29.8973,79.6835,Alluvial,60,11,54,7.1,36,72,22,1830,Kharif,Rice,Onion,150,Medium,20.52,0.325
Karimnagar,Telangana,18.6375,77.4471,Alluvial,29,25,65,7.5,20,43,22,335,Rabi,Brinjal,Onion,140,Medium,16.03,0.494
Ajmer,Rajasthan,26.8943,77.3703,Black,29,18,31,7.7,20,47,20,327,Rabi,Groundnut,Cotton,201,Low,1.3,0.546
Ujjain,Madhya Pradesh,25.1352,75.1041,Sandy,39,60,64,9.0,27,82,27,1739,Kharif,Rice,Onion,134,Medium,14.0,0.375
Nagpur,Maharashtra,17.4041,77.8487,Black,78,39,17,7.6,35,73,39,1463,Kharif,Onion,Sugarcane,333,Very High,71.58,0.285
Nagpur,Maharashtra,21.6688,73.7664,Alluvial,63,28,24,7.6,20,49,32,175,Zaid,Cauliflower,Onion,129,Medium,11.69,0.596
Jodhpur,Rajasthan,28.4742,74.0691,Alluvial,72,39,68,6.6,20,30,32,185,Zaid,Fallow,Soybean,119,Medium,2.77,0.454
Kollam,Kerala,9.856,74.6375,Alluvial,61,15,70,7.6,39,90,29,1971,Kharif,Chilli,Soybean,107,Medium,2.49,0.442
Cuttack,Odisha,21.0378,86.3464,Alluvial,24,18,27,6.8,20,50,32,103,Zaid,Tomato,Cauliflower,99,High,9.42,0.652
Warangal,Telangana,18.4788,78.9812,Loamy,63,47,70,6.4,23,86,34,1178,Kharif,Maize,Brinjal,122,Medium,45.71,0.253
Kozhikode,Kerala,11.9215,75.9097,Alluvial,25,54,46,7.2,20,59,25,464,Rabi,Onion,Brinjal,128,Medium,25.78,0.254
Sambalpur,Odisha,18.9013,82.8326,Black,47,40,49,7.8,36,82,36,1511,Kharif,Wheat,Cotton,179,Low,3.62,0.569
Aurangabad,Maharashtra,18.7489,79.4877,Clay,29,19,51,6.2,20,59,41,151,Zaid,Cabbage,Sugarcane,312,Very High,43.59,0.65
Karnal,Haryana,28.5247,76.9752,Red,47,20,54,6.4,20,95,26,1223,Kharif,Soybean,Maize,116,Medium,7.45,0.319
Berhampur,Odisha,19.5042,83.129,Sandy,57,54,15,8.4,20,52,41,357,Zaid,Cauliflower,Potato,99,Medium,9.98,0.574
Mangaluru,Karnataka,14.9856,78.1072,Laterite,43,52,17,6.0,20,70,29,250,Rabi,Wheat,Onion,136,Medium,13.78,0.51
Kurnool,Andhra Pradesh,17.8544,81.627,Sandy,21,47,17,8.0,24,95,32,1514,Kharif,Fallow,Groundnut,114,Low,1.79,0.449
Mumbai,Maharashtra,17.1076,79.3621,Sandy,55,59,38,7.7,20,81,34,1126,Kharif,Potato,Onion,135,Medium,15.34,0.618
Belagavi,Karnataka,13.9476,75.4788,Alluvial,78,10,55,7.2,35,89,31,1755,Kharif,Potato,Mustard,115,Low,1.37,0.62
Bhopal,Madhya Pradesh,23.7353,75.3457,Mountain,51,48,61,5.5,20,70,21,422,Rabi,Maize,Brinjal,147,Medium,27.52,0.333
Nashik,Maharashtra,20.7023,75.0961,Alluvial,70,20,28,6.9,20,53,38,264,Zaid,Cabbage,Chilli,132,Medium,1.55,0.8
Durgapur,West Bengal,25.4635,87.8154,Alluvial,21,15,17,7.7,20,50,36,235,Zaid,Onion,Wheat,169,Medium,2.36,0.506
Kozhikode,Kerala,11.7429,76.6339,Sandy,29,59,56,8.8,20,82,35,1102,Kharif,Cauliflower,Potato,110,Medium,12.2,0.53
Bhagalpur,Bihar,24.4865,85.4887,Sandy,39,11,62,7.8,20,92,28,1063,Kharif,Brinjal,Groundnut,94,Low,1.54,0.281
Darbhanga,Bihar,25.4683,85.5214,Alluvial,30,54,42,7.6,20,46,15,279,Rabi,Maize,Rice,96,High,2.89,0.29
Jalandhar,Punjab,30.4486,74.101,Alluvial,23,10,57,6.6,20,51,14,393,Rabi,Groundnut,Cauliflower,85,High,21.85,0.332
Jalandhar,Punjab,31.7076,75.6589,Clay,59,31,58,6.6,20,40,22,219,Rabi,Cotton,Cauliflower,90,High,26.09,0.397
Hyderabad,Telangana,16.4626,80.0805,Sandy,20,60,21,8.7,20,36,38,143,Zaid,Cabbage,Potato,110,Medium,9.98,0.631
Berhampur,Odisha,19.8198,84.8824,Loamy,56,51,55,7.4,20,34,40,261,Zaid,Potato,Wheat,124,Medium,2.67,0.383
Bhopal,Madhya Pradesh,23.5105,81.8033,Mountain,49,42,40,5.7,20,37,31,115,Zaid,Potato,Sugarcane,347,Very High,63.77,0.371
Lucknow,Uttar Pradesh,24.8204,81.6862,Alluvial,36,59,38,7.2,20,94,34,1034,Kharif,Sugarcane,Rice,142,High,7.27,0.158
Kozhikode,Kerala,10.9537,77.4122,Red,22,25,50,6.2,21,70,40,1360,Kharif,Cauliflower,Chilli,127,Medium,2.29,0.555
Indore,Madhya Pradesh,26.0387,74.0355,Sandy,79,36,40,8.2,20,45,31,296,Zaid,Wheat,Mustard,137,Low,0.76,0.265
Guntur,Andhra Pradesh,15.971,77.0435,Loamy,66,56,66,6.5,20,57,34,208,Zaid,Chilli,Soybean,115,Medium,2.31,0.519
Guntur,Andhra Pradesh,16.9067,80.5642,Red,52,50,44,6.6,20,44,29,429,Rabi,Cabbage,Soybean,92,Medium,3.17,0.356
Kanpur,Uttar Pradesh,29.5357,80.2101,Sandy,38,48,25,7.8,20,48,36,187,Zaid,Mustard,Groundnut,92,Low,1.55,0.484
